"x1";"x2";"x3";"x4"
-2,46660791944561;-2,16933006664939;0,555083290941903;-5,60725748022499
-1,90308365551341;-0,435904381593252;2,60245455796725;-4,06220127808258
-2,36061392483388;-1,52201394444356;-1,20150328158272;-5,53501769142049
-1,53959376697577;-3,17775642469795;-3,9218182150346;-2,80840371882472
-3,41012266092437;-2,66674423099058;3,76625640538394;-6,68634704169967
-1,36351481939837;1,24944403956002;-6,07438397658382;-3,26177629093316
-0,618597872447845;-0,745267998590999;-0,0986422295949187;-1,86824009795286
-2,08333379475252;-5,1550394798042;-3,35315464282374;-4,41796807494038
-2,91482998130448;-2,50514695475879;-3,56588072263852;-6,99814146113359
-0,433090780019074;0,706253968805498;-2,14637101939029;-2,9120438640779
-1,79693454944653;-4,20387310136349;-3,19122649722766;-4,15953645325108
-1,16521762376377;-1,31034322284177;0,196847396780491;-3,85898639091487
-2,02231969872748;-1,60480009971046;1,63871165554574;-5,48605837546482
-2,44797768797412;-1,15709788389195;-1,8551319997088;-5,35630802673419
-1,1279777439511;-3,96043822318855;-3,48455881053579;-3,06851275848843
-2,96284101481688;-2,67689619678746;0,375938991320662;-5,94127594077513
-1,32203068208677;-1,95973063874962;-2,08665257982189;-3,73761011019072
-3,47635026524501;-4,14206663841116;0,560818955471736;-6,97390493516042
-2,13536151515041;-1,57454757782558;-3,94739394647878;-4,19453474589036
-0,58383781085504;1,08249432473465;-0,507022117294892;-0,996942174126451
-2,4847565455498;1,95967281070702;3,268895089192;-4,09698024109843
-1,72832847242622;0,47279639782307;4,50128890881862;-3,24927842957995
-1,90903739480107;-0,931770196977365;-3,01302698965604;-3,93889838146005
-1,95637469522398;-2,98335959529364;2,21231537239474;-4,30994122409318
-2,03469012815448;0,4314397094379;-0,761322989045548;-3,76751382360988
-2,79780214055976;0,34099432319261;0,049043193331412;-5,47986309962006
-2,27110614481622;-0,936551175570861;4,16063039617265;-4,20883201092456
-2,36797549859414;-0,0978888834567235;-0,873885764548588;-5,28697346261277
-1,63029615386762;2,36334391487022;-2,23643993858829;-3,49631323308815
-0,748348919414149;0,870571428187492;-3,8973161148186;-2,28432724217081
-2,27253833071052;-2,51526904702829;-0,94686160311536;-4,96028961206588
-1,52771346809952;-0,246261748456589;-5,29330209673302;-4,52311664482092
-1,58510849993576;-0,843299159619611;5,29099828737865;-3,53058549121383
-2,36801238845094;-1,83015350988916;-3,60512967919549;-5,37047264414695
-2,35067400590296;-4,00205139331059;-2,10444211789325;-3,92493977955341
-0,697357818394024;-0,518116568816762;0,578352595918381;-1,55901436604146
-1,19866260408295;-0,0239577888369802;-2,36064383655698;-2,82639034808614
-2,10390726587711;-0,977134956643484;-3,44162087600088;-3,3222284179752
-3,38968434598952;-1,66908997359243;-0,398970729535281;-5,89116708325674
-2,24624137440671;-0,0266379339976972;0,821861035201545;-4,75468430715929
-2,31858383622577;-2,38101548084274;0,94683160398966;-4,57222729306932
-2,58293650261373;-4,81320803936856;-3,10658483720432;-5,54105733544402
-0,185554628817308;-3,00389240877277;-0,251319285884721;-0,767246253432334
-1,84466690679802;-0,247730329268849;3,82429739217578;-4,87272083296128
-3,16687379216789;-2,04613897587356;1,66484758152449;-6,29758330671379
-1,76038612652173;-2,85692060897514;-0,61903478122555;-3,03510681927799
-2,40416091391107;-1,23041759722069;-1,72350553635728;-5,94455123123373
-3,53269147111182;-2,33470829841259;-2,17135494318481;-7,57046927745144
-1,99229860486598;-0,221955608090273;0,985227775587355;-4,63132743506874
-2,75874228132016;-3,89873450644294;-1,65545265526139;-7,31919877368056
-1,14408090594915;-1,3160241044717;-4,17682834163592;-2,47840662429611
-2,7350302654234;-1,51185175982246;-1,63243076713279;-5,07403065960431
-1,77218078918887;-2,40215915113395;-0,248684635132837;-4,56518358531616
-2,04210038152357;-2,17084458115456;-0,735872825151423;-4,03117370476962
-0,405351516699667;-1,62107683345957;-0,610666263053631;-1,70550932689259
-1,43300549309478;-4,48762832257073;-1,35935693062843;-2,34337492743798
-1,98468165378956;-4,3804566442546;1,35723810004837;-4,59338228260189
-2,03740622369488;-4,04603030311829;0,437558218195745;-4,87408611882235
-1,42485170579121;-0,859861702799022;-2,83066015057306;-3,09714363526437
-0,443410720454154;-2,0015353369397;-1,4487806530864;-1,58262244978734
-1,48406054349387;-1,86284996595076;-1,00099968956521;-3,75985059799771
-1,60726287509421;-1,57161391763136;0,66565138181931;-4,54273032537343
-0,603712677785643;1,52185595997266;-2,25892733026184;-3,42783680555683
-1,30613257730662;-0,200902399383711;-2,03838368510418;-2,30693561003513
-2,69797246818707;-2,32637746168359;0,058098364431982;-5,52257275336555
-0,588857151273269;-0,520491509070262;-1,35846152435669;-1,62369544029679
-1,55909647647297;-3,06170539154473;0,546336301857792;-3,35631092206816
-2,19479476111354;-6,03906611864341;2,62221295681109;-5,2759290905432
-1,90929690124791;-1,65629039789163;-3,87731597130972;-4,56113257722312
-2,83631516996225;-2,71828225821507;-2,24193991967252;-6,00954571269566
-2,16119348072016;-1,95426975758135;-0,806802712998915;-5,19679213674686
-1,30889568303159;-0,605742455880066;6,77769748276981;-2,41647904182385
-2,30890300855699;-4,49571603563352;0,312911377982169;-5,33976858321487
-3,67027085064122;-3,52965999136617;-0,0328061889425142;-6,9630672057343
-2,66774858815787;-0,813028898071294;-4,98338615151071;-6,04378432914513
-1,6211270269061;-3,43980793475559;-1,14751458996607;-3,62584927969842
-0,865057250523867;-5,69457764209896;-3,56509796332615;-2,61078732906251
-0,0622875748727354;0,322942667432779;2,47378431328318;-1,10818010127347
-1,33247627895755;1,1268640803749;0,817256005485236;-2,33812268082863
-2,23142946393374;0,0737272506704301;-2,12863134354594;-5,35955291378662
-1,1639420326871;0,101483331469107;4,67253638065817;-3,99280129407407
-2,61105951444923;0,742508459607127;-3,06007247193359;-5,07547799027574
-1,76298803878582;1,34740030022662;-2,33595625361309;-4,3006108702985
-2,67957790573476;-4,61262324512489;0,0113412318015836;-4,74568409301108
-1,96983572671528;2,22160722521163;-0,422331797574968;-3,90334164887744
-1,35674306675619;-0,647806183237387;-0,724153047602123;-2,61878867117362
-0,820258313083503;-1,00838039143625;-2,44721969667321;-3,1137580166606
-2,12890420405455;-1,56580058259622;4,48731650207787;-3,30430015065037
-1,95137566274536;-0,774113983342509;-4,19390297261269;-4,95260013473738
-2,50606371251416;-2,58639901028861;-5,80526295193465;-5,7604094104464
-2,27181352407706;-2,07223526364352;3,78353844304998;-4,83528578501853
-0,840358539419533;-0,0296345253004557;-0,632239014640416;-2,58163045374033
-1,18701611989323;0,441018860177019;0,784134379166453;-3,77573806664545
-1,22631684630526;1,54578913862182;-0,771749960392045;-2,53877013792383
-2,01300913210721;-0,684919402808964;0,323097961231084;-4,36472436473443
-2,71177082147605;-1,69852949302841;-2,76548519093973;-6,74684898642286
-1,94406693419424;-2,03822053880074;-3,83993664995498;-4,29252717854764
-4,09368086564879;-2,18808704650907;1,07192104795028;-7,26805997122627
-2,04502373961165;-3,7452951352217;-1,18118998849334;-3,675961703455
-0,979413930685597;-0,994723135449828;1,49437507131943;-2,09657527227648
-0,627539220526071;1,17344983694998;-0,46921796414194;-2,92898009696961
-0,0654346831729713;-5,22131518743507;1,51082293155968;-1,29558518862756
-3,11296401324559;-3,8277146865763;-1,91448877833452;-6,07851142886034
-0,621724402059329;1,33573356635365;2,61519416896109;-1,47596910128204
-2,38970643383926;-0,343135733534876;2,00666430485467;-4,58131023951669
-2,04235365025589;-3,39015639052107;-0,913525661869796;-3,50830696561391
-2,15521277812523;2,7434868675856;0,198579188279687;-4,59298968476691
-2,90030758519959;-2,74232258748725;-3,41418716445078;-6,62047957480378
-0,772704308822145;0,999607023604971;1,96001227013324;-1,56846296214958
-0,929044253842703;-1,7571200174197;1,95468745120608;-2,60171497019401
-1,07050209084387;-1,6486668754449;-3,88854912559164;-2,54619650976752
